year,name,underwriter,listing_date,market,code,price_range,price_final,price_before1,price_before2,grade,grade_votes,reader_forecast,reader_forecast_n,stance_bars,hatsune_bars,hatsune,vote_status,detail_url
2015,マイネット,大和,12/21(月),東M,3928,"1,500-1,680","1,680","2,184","2,300",B,6,"2,876",60,"1.7,43.1,34.5,20.7,0","30,26.7,18.3,25,0","2,005",締切,https://kabu.96ut.com/article/ipo/2015092/
2015,アークン,日興,12/18(金),東M,3927,"1,230-1,360","1,360","3,200","4,080",A,9,"3,816",48,"36.2,51.1,12.7,0,0","93.8,4.2,0,2,0","4,925",締切,https://kabu.96ut.com/article/ipo/2015093/
2015,フリュー,野村,12/18(金),東1,6238,"3,000-3,200","3,200","3,500","3,500",C,5,"3,630",55,"2,3.9,35.3,43.1,15.7","0,1.8,3.6,81.8,12.7","3,220",締切,https://kabu.96ut.com/article/ipo/2015090/
2015,アートグリーン,JTG,12/18(金),名セ,3419,380-420,420,550,550,B,6,613,48,"6.7,15.6,46.7,15.6,15.4","18.8,27.1,31.3,18.8,4",614,締切,https://kabu.96ut.com/article/ipo/2015095/
2015,オープンドア,みずほ,12/17(木),東M,3926,"3,500-3,820","3,820","5,730","5,730",A,8,"6,097",70,"19.1,35.3,36.8,5.9,2.9","15.7,34.3,31.4,15.7,2.9","4,710",締切,https://kabu.96ut.com/article/ipo/2015087/
2015,ミズホメディー,三菱,12/17(木),JQS,4595,"980-1,100","1,100","1,800","1,800",B,7,"2,161",58,"5.3,36.8,49.1,7,1.8","48.3,34.5,8.6,5.2,3.4","2,822",締切,https://kabu.96ut.com/article/ipo/2015088/
2015,ツバキ・ナカシマ,野村,12/16(水),東1,6464,"1,500-1,650","1,550","1,500","1,500",D,3,"1,527",65,"0,0,11.3,32.3,56.4","0,0,6.1,90.9,3","1,620",締切,https://kabu.96ut.com/article/ipo/2015089/
2015,ダブルスタンダード,SBI,12/15(火),東M,3925,"2,030-2,190","2,190","4,500","4,800",A,9,"4,941",83,"29.3,42.7,28,0,0","63.9,26.5,9.6,0,0","5,010",締切,https://kabu.96ut.com/article/ipo/2015086/
2015,ランドコンピュータ,野村,12/11(金),東2,3924,"1,710-1,760","1,760","3,168","3,080",B,7,"3,098",65,"8.2,39.3,47.5,4.9,0","26.2,46.2,21.5,6.1,0","3,580",締切,https://kabu.96ut.com/article/ipo/2015085/
2015,ラクス,みずほ,12/09(水),東M,3923,"920-1,080","1,080","2,800","3,400",A,9,"3,533",66,"38.7,48.4,12.9,0,0","90.9,4.5,3,1.5,0","3,550",締切,https://kabu.96ut.com/article/ipo/2015084/
2015,鎌倉新書,日興,12/04(金),東M,6184,"920-1,000","1,000","2,200","2,300",A,8,"2,322",68,"10.2,54.2,32.2,0,3.4","73.5,20.6,1.5,1.5,2.9","2,806",締切,https://kabu.96ut.com/article/ipo/2015083/
2015,インベスターズクラウド,SBI,12/03(木),東M,1435,"1,730-1,870","1,870","4,000","4,000",A,9,"4,207",106,"22.3,53.4,24.3,0,0","62.3,28.3,6.6,2.8,0","3,615",締切,https://kabu.96ut.com/article/ipo/2015082/
2015,いちごホテルリート投資法人,日興,11/30(月),東R,3463,100k-106k,"106,000","115,000","115,000",C,5,"111,575",94,"1.1,9.2,28.7,47.1,13.8","1.1,3.2,14.9,78.7,2.1","104,100",締切,https://kabu.96ut.com/article/ipo/2015081/
2015,ネオジャパン,日興,11/27(金),東M,3921,"2,710-2,900","2,900","8,000","10,500",S,10,"9,667",95,"73.9,25,1.1,0,0","92.6,3.2,2.1,1.1,1","14,550",締切,https://kabu.96ut.com/article/ipo/2015080/
2015,ベルシステム２４ホールディングス,日興/三菱,11/20(金),東1,6183,"1,500-1,720","1,555","1,700","1,500",D,3,"1,699",87,"2.5,3.7,12.3,24.7,56.8","3.4,2.3,3.4,82.8,8","1,478",締切,https://kabu.96ut.com/article/ipo/2015079/
2015,ロゼッタ,日興,11/19(木),東M,6182,645-695,695,"1,400","2,100",A,8,"1,758",80,"20.5,59,20.5,0,0","75,17.5,6.3,1.2,0","3,705",締切,https://kabu.96ut.com/article/ipo/2015077/
2015,あんしん保証,SBI,11/19(木),東M,7183,"1,320-1,460","1,460","2,800","3,400",A,8,"3,737",83,"28.6,57.1,14.3,0,0","72.3,19.3,6,0,2.4","5,730",締切,https://kabu.96ut.com/article/ipo/2015078/
2015,日本郵政,野村/三菱/大和/みずほ/日興/岡三/東海東京,11/04(水),東1,6178,"1,100-1,400","1,400","1,500","1,520",B,6,"1,596",123,"3.3,13.2,45.5,29.8,8.2","4.9,0.8,25.2,67.5,1.6","1,631",締切,https://kabu.96ut.com/article/ipo/2015070/
2015,かんぽ生命保険,野村/三菱/大和/みずほ/日興/岡三/東海東京,11/04(水),東1,7181,"1,900-2,200","2,200","2,300","2,500",C,5,"2,436",71,"4.3,8.7,27.5,44.9,14.5","2.8,1.4,9.9,84.5,1.4","2,929",締切,https://kabu.96ut.com/article/ipo/2015071/
2015,ゆうちょ銀行,野村/三菱/大和/みずほ/日興/岡三/東海東京,11/04(水),東1,7182,"1,250-1,450","1,450","1,600","1,650",B,6,"1,618",100,"5.2,14.4,43.3,29.9,7.2","3,0,17,80,0","1,680",締切,https://kabu.96ut.com/article/ipo/2015072/
2015,バルニバービ,日興,10/28(水),東M,3418,"2,350-2,500","2,500","3,000","4,000",A,8,"3,201",47,"6.5,28.3,54.3,10.9,0","4.3,12.8,51.1,31.8,0","5,750",締切,https://kabu.96ut.com/article/ipo/2015076/
2015,パートナーエージェント,日興,10/27(火),東M,6181,"1,160-1,260","1,260","2,050","2,550",A,8,"2,349",55,"9.3,59.3,27.8,3.6,0","34.5,54.5,7.3,3.6,0","4,000",締切,https://kabu.96ut.com/article/ipo/2015075/
2015,ＧＭＯメディア,大和,10/23(金),東M,6180,"2,500-2,740","2,740","4,800","5,200",A,8,"5,275",62,"27.9,55.7,14.8,0,1.6","30.6,46.8,21,1.6,0","5,510",締切,https://kabu.96ut.com/article/ipo/2015073/
2015,グリーンペプタイド,みずほ,10/22(木),東M,4594,450-550,450,500,415,D,2,555,71,"0,4.3,14.5,26.1,55.1","4.2,0,4.2,60.6,31",414,締切,https://kabu.96ut.com/article/ipo/2015074/
2015,ＡｐｐＢａｎｋ,野村,10/15(木),東M,6177,"1,140-1,200","1,200","2,200","2,000",A,8,"2,569",67,"19.7,43.9,28.8,7.6,0","53.7,26.9,11.9,7.5,0","1,750",締切,https://kabu.96ut.com/article/ipo/2015069/
2015,ブランジスタ,大和,09/17(木),東M,6176,400-450,450,650,800,A,8,779,79,"9.1,45.5,32.5,7.8,5.1","26.6,38,26.6,5.1,3.7",647,締切,https://kabu.96ut.com/article/ipo/2015068/
2015,ネットマーケティング,SBI,09/16(水),東M,6175,"1,040-1,140","1,140",未,-,,,"2,374",24,"0,33.3,25,16.7,25","25,25,16.7,20.8,12.5",-,締切,https://kabu.96ut.com/article/ipo/2015067/
2015,アイビーシー,野村,09/15(火),東M,3920,"2,840-2,920","2,920","6,200","6,200",A,9,"6,479",55,"25.5,52.9,17.6,2,2","54.5,32.7,5.5,3.6,3.6","10,250",締切,https://kabu.96ut.com/article/ipo/2015066/
2015,ピクスタ,野村,09/14(月),東M,3416,"1,830-1,870","1,870","2,810","2,810",A,8,"3,169",51,"10,50,36,2,2","19.6,49,17.6,9.8,3.9","2,521",締切,https://kabu.96ut.com/article/ipo/2015065/
2015,ＪＥＳＣＯホールディングス,野村,09/08(火),東2,1434,510-540,540,590,530,C,5,582,41,"2.5,2.5,27.5,45,22.5","0,4.9,24.4,70.7,0",569,締切,https://kabu.96ut.com/article/ipo/2015064/
2015,ベステラ,東海東京,09/02(水),東M,1433,"2,400-2,500","2,500","3,800","3,000",B,7,"3,944",52,"6.8,36.4,52.3,4.5,0","19.2,32.7,30.8,17.3,0","3,125",締切,https://kabu.96ut.com/article/ipo/2015062/
2015,ＳＴＵＤＩＯＵＳ,日興,09/02(水),東M,3415,"2,770-2,870","2,870","4,200","3,500",B,7,"4,457",44,"4.9,56.1,36.6,2.4,0","18.2,36.4,31.8,13.6,0","3,440",締切,https://kabu.96ut.com/article/ipo/2015063/
2015,アクアライン,いちよし,08/31(月),東M,6173,"1,150-1,250","1,250","1,800","1,600",B,7,"2,028",48,"11.1,24.4,62.2,2.2,0","20.8,41.7,31.3,6.2,0","1,521",締切,https://kabu.96ut.com/article/ipo/2015061/
2015,メタップス,日興,08/28(金),東M,6172,"3,000-3,300","3,300","3,500","3,000",C,5,"3,678",82,"7.5,15,16.3,25,36.2","2.4,8.5,12.2,70.7,6.1","3,040",締切,https://kabu.96ut.com/article/ipo/2015058/
2015,ラクト・ジャパン,野村,08/28(金),東2,3139,"1,300-1,400","1,400","1,600","1,400",B,6,"1,680",61,"5.1,10.2,47.5,35.6,1.6","0,18,42.6,39.3,0","1,400",締切,https://kabu.96ut.com/article/ipo/2015059/
2015,土木管理総合試験所,野村,08/26(水),東2,6171,"1,200-1,250","1,250","1,450","1,200",B,6,"1,515",57,"1.8,9.1,45.5,36.4,7.2","3.5,7,31.6,57.9,0","1,220",締切,https://kabu.96ut.com/article/ipo/2015060/
2015,パルマ,いちよし,08/11(火),東M,3461,"1,250-1,350","1,350","1,750","2,025",B,6,"2,694",50,"10.4,31.3,41.7,16.6,0","48,18,18,14,2","2,302",締切,https://kabu.96ut.com/article/ipo/2015057/
2015,リッチメディア,みずほ,08/10(月),東M,6170,"2,330-2,430","2,430","6,000",-,A,8,"8,497",52,"62.7,25.5,5.9,3.9,2","86.5,7.7,3.8,0,1.9",-,締切,https://kabu.96ut.com/article/ipo/2015056/
2015,エスケーホーム,岡三,08/05(水),福Q,1431,740-800,800,960,"1,060",B,6,"1,123",48,"2.2,11.1,64.4,17.8,4.4","20.8,27.1,35.4,14.6,2.1",910,締切,https://kabu.96ut.com/article/ipo/2015055/
2015,ＰＣＩホールディングス,みずほ,08/04(火),東M,3918,"2,330-2,530","2,530","5,800","5,800",A,9,"7,611",54,"49,43.1,5.9,2,0","85.2,7.4,3.7,3.7,0","6,820",締切,https://kabu.96ut.com/article/ipo/2015054/
2015,イトクロ,日興,07/30(木),東M,6049,"1,630-1,930","1,930","2,700","2,480",A,8,"2,996",76,"8.6,34.3,47.1,10,0","10.5,36.8,30.3,22.4,0","2,010",締切,https://kabu.96ut.com/article/ipo/2015053/
2015,デクセリアルズ,大和,07/29(水),東1,4980,"1,450-1,600","1,600","1,630","1,680",C,5,"1,689",85,"3.6,2.4,19.3,39.8,34.9","1.2,4.7,11.8,77.6,4.7","1,550",締切,https://kabu.96ut.com/article/ipo/2015051/
2015,ジャパン・シニアリビング投資法人,野村,07/29(水),東R,3460,180k-200k,"190,000","230,000","210,000",B,6,"229,655",84,"3.7,18.5,49.4,19.8,8.6","0,1.2,37.6,60,1.2","170,000",締切,https://kabu.96ut.com/article/ipo/2015052/
2015,アイリッジ,野村,07/16(木),東M,3917,"1,150-1,200","1,200","3,600","3,600",A,9,"4,549",62,"44.1,39,15.3,1.6,0","90.3,4.8,0,4.8,0","6,350",締切,https://kabu.96ut.com/article/ipo/2015050/
2015,平山,みずほ,07/10(金),JQS,7781,"2,030-2,130","2,130","2,760","3,000",B,7,"3,197",59,"8.9,16.1,62.5,12.5,0","8.5,37.3,42.4,10.2,1.6","2,758",締切,https://kabu.96ut.com/article/ipo/2015049/
2015,クレステック,三菱,07/08(水),JQS,7812,910-960,960,"1,600","1,500",A,8,"1,979",55,"13.5,34.6,51.9,0,0","47.3,43.6,7.3,1.8,0","1,751",締切,https://kabu.96ut.com/article/ipo/2015048/
2015,富士山マガジンサービス,みずほ,07/07(火),東M,3138,"2,500-2,650","2,650","6,000","6,000",A,8,"6,930",64,"34.4,52.5,6.6,4.9,1.6","71.9,18.8,3.1,6.2,0","6,000",締切,https://kabu.96ut.com/article/ipo/2015047/
2015,サムティ・レジデンシャル投資法人,大和,06/30(火),東R,3459,100k-102k,"102,000","128,000","132,000",B,6,"133,684",98,"5.3,33.7,52.6,7.4,1","2,9.2,72.4,16.3,0","99,000",締切,https://kabu.96ut.com/article/ipo/2015046/
2015,ナガオカ,日興,06/29(月),JQS,6239,"1,440-1,600","1,600","1,860","2,400",B,6,"1,934",52,"6,10,48,34,2","3.8,7.7,48.1,40.4,0","2,250",締切,https://kabu.96ut.com/article/ipo/2015045/
2015,冨士ダイス,野村,06/25(木),東2,6167,500-530,530,495,550,D,3,552,59,"0,5.3,12.3,35.1,47.3","1.7,3.4,11.9,81.4,1.6",800,締切,https://kabu.96ut.com/article/ipo/2015044/
2015,メニコン,大和/三菱,06/25(木),東1,7780,"1,630-1,700","1,700","1,850","2,200",B,6,"1,928",60,"1.7,13.6,57.6,27.1,0","0,3.3,16.7,80,0","2,950",締切,https://kabu.96ut.com/article/ipo/2015043/
2015,ファンデリー,日興,06/25(木),東M,3137,725-765,765,"1,080","1,530",B,7,"1,390",55,"9.3,35.2,53.7,1.8,0","36.4,43.6,18.2,1.8,0","1,546",締切,https://kabu.96ut.com/article/ipo/2015042/
2015,中村超硬,野村,06/24(水),東M,6166,"1,640-1,700","1,700","1,640","1,700",C,4,"1,645",60,"1.8,1.8,3.5,35.1,57.8","0,1.7,0,95,3.3","1,901",締切,https://kabu.96ut.com/article/ipo/2015040/
2015,エコノス,岡三,06/24(水),札ア,3136,550-600,600,620,750,C,5,718,60,"3.6,8.9,26.8,51.8,8.9","6.7,13.3,31.7,48.3,0","1,320",締切,https://kabu.96ut.com/article/ipo/2015041/
2015,デジタル・インフォメーション・テクノロジー,SMBC,06/18(木),JQS,3916,"1,200-1,300","1,300","2,990","3,050",A,8,"3,468",62,"21.7,63.3,13.3,0,1.7","80.6,12.9,4.8,0,1.6","4,500",締切,https://kabu.96ut.com/article/ipo/2015038/
2015,マーケットエンタープライズ,日興,06/17(水),東M,3135,"1,430-1,500","1,500","3,000","3,200",A,8,"3,915",71,"17.1,74.3,8.6,0,0","90.1,7,2.8,0,0","4,005",締切,https://kabu.96ut.com/article/ipo/2015039/
2015,スマートバリュー,大和,06/16(火),JQS,9417,"1,500-1,580","1,580","3,634","4,200",A,9,"4,370",84,"29.6,53.1,14.8,2.5,0","79.8,14.3,3.6,2.3,0","7,030",締切,https://kabu.96ut.com/article/ipo/2015037/
2015,ヘリオス,野村,06/16(火),東M,4593,"1,100-1,200","1,200","1,300","1,300",C,4,"1,472",110,"1.8,2.7,23.6,51.8,20","2.7,1.8,8,63.4,24.1","1,470",締切,https://kabu.96ut.com/article/ipo/2015036/
2015,テラスカイ,大和,04/30(木),東M,3915,"1,580-1,700","1,700","4,760","5,120",A,9,"5,520",90,"57.5,34.5,8,0,0","94.4,3.3,2.2,0,0","7,650",締切,https://kabu.96ut.com/article/ipo/2015034/
2015,デザインワン・ジャパン,みずほ,04/30(木),東M,6048,"2,450-2,750","2,750","4,400","4,400",A,8,"4,913",77,"18.7,53.3,26.7,0,1.3","22.1,50.6,24.7,1.3,1.3","4,150",締切,https://kabu.96ut.com/article/ipo/2015035/
2015,ジグソー,日興,04/28(火),東M,3914,"2,090-2,390","2,390","3,585","4,150",B,7,"4,550",70,"19.4,56.7,23.9,0,0","58.6,35.7,5.7,0,0","8,040",締切,https://kabu.96ut.com/article/ipo/2015033/
2015,Gunosy,野村,04/28(火),東M,6047,"1,460-1,520","1,520","1,460","1,500",D,2,"1,578",97,"3.4,3.4,5.6,37.1,50.5","2.1,6.2,2.1,82.5,7.1","1,520",締切,https://kabu.96ut.com/article/ipo/2015032/
2015,リンクバル,SMBC,04/28(火),東M,6046,"2,100-2,400","2,400","3,360","3,600",B,7,"4,062",84,"9.9,48.1,38.3,3.7,0","29.8,38.1,23.8,8.3,0","3,070",締切,https://kabu.96ut.com/article/ipo/2015030/
2015,レントラックス,SBI,04/24(金),東M,6045,"1,630-1,750","1,750","2,450","2,625",B,7,"3,237",86,"11.8,34.1,43.5,7.1,3.5","23.3,27.9,29.1,19.7,0","2,680",締切,https://kabu.96ut.com/article/ipo/2015031/
2015,三機サービス,野村,04/24(金),JQS,6044,"1,440-1,540","1,540","1,694","1,694",C,5,"1,650",74,"1.4,0,28.2,57.7,12.7","0,0,8.1,87.8,4.1","2,112",締切,https://kabu.96ut.com/article/ipo/2015029/
2015,日本スキー場開発,野村,04/22(水),東M,6040,"3,330-3,570","3,570","3,600","3,550",C,4,"3,539",88,"2.4,1.2,14.6,50,31.7","0,0,10.2,86.4,3.4","3,925",締切,https://kabu.96ut.com/article/ipo/2015027/
2015,シーアールイー,日興,04/21(火),東2,3458,"3,450-3,620","3,620","3,500","3,450",C,4,"3,656",76,"5.6,2.8,8.3,51.4,31.9","0,0,5.3,94.7,0","3,355",締切,https://kabu.96ut.com/article/ipo/2015028/
2015,Ｈａｍｅｅ,みずほ,04/20(月),東M,3134,"2,230-2,530","2,530","3,900","4,500",B,7,"4,401",87,"8.6,56.8,30.9,3.7,0","23,54,13.8,9.2,0","4,230",締切,https://kabu.96ut.com/article/ipo/2015026/
2015,海帆,野村,04/17(金),東M,3133,"950-1,020","1,020","1,360","1,460",B,7,"1,417",92,"3.4,23.9,55.7,17,0","7.6,33.7,42.4,16.3,0","1,800",締切,https://kabu.96ut.com/article/ipo/2015025/
2015,サンバイオ,野村,04/08(水),東M,4592,"1,600-2,000","2,000","1,400","1,800",D,1,"2,272",116,"8.2,17.3,7.3,13.6,53.6","11.2,5.2,9.5,44.8,29.3","1,710",締切,https://kabu.96ut.com/article/ipo/2015024/
2015,sMedio,日興,03/27(金),東M,3913,"2,400-2,520","2,520","3,900","5,200",B,7,"4,459",60,"13.8,44.8,41.4,0,0","35,48.3,11.7,5,0","4,000",締切,https://kabu.96ut.com/article/ipo/2015023/
2015,日本動物高度医療センター,日興,03/26(木),東M,6039,"1,080-1,130","1,130","1,750","1,900",B,7,"2,390",75,"8.3,38.9,41.7,9.7,1.4","50.7,33.3,10.7,5.3,0","1,630",締切,https://kabu.96ut.com/article/ipo/2015021/
2015,プラッツ,大和,03/26(木),東M,7813,"3,000-3,260","3,260","4,890","4,890",B,7,"5,603",70,"17.6,33.8,38.2,10.3,0","25.7,35.7,22.9,15.7,0","5,550",締切,https://kabu.96ut.com/article/ipo/2015020/
2015,モバイルファクトリー,SBI,03/26(木),東M,3912,"1,310-1,410","1,410","2,820","2,820",A,9,"3,422",82,"26.7,56,17.3,0,0","85.4,13.4,1.2,0,0","2,812",締切,https://kabu.96ut.com/article/ipo/2015018/
2015,Aiming,野村,03/25(水),東M,3911,900-920,920,920,920,C,4,"1,124",84,"1.2,12.3,24.7,44.4,17.3","8.3,8.3,20.2,63.1,0","1,032",締切,https://kabu.96ut.com/article/ipo/2015017/
2015,ハウスドゥ,日興,03/25(水),東M,3457,"3,430-3,600","3,600","5,200","4,800",A,8,"5,299",68,"6.1,37.9,50,6,0","10.3,36.8,39.7,13.2,0","5,300",締切,https://kabu.96ut.com/article/ipo/2015019/
2015,シンデン・ハイテックス,日興,03/25(水),JQS,3131,"2,640-2,740","2,740","2,650","2,840",C,4,"3,702",59,"1.7,27.6,43.1,20.7,6.9","10.2,20.3,28.8,40.7,0","3,075",締切,https://kabu.96ut.com/article/ipo/2015022/
2015,ファーストコーポレーション,みずほ,03/24(火),東M,1430,"1,530-1,600","1,600","2,720","2,000",A,8,"2,660",67,"7.7,33.8,55.4,1.5,1.5","19.4,47.8,29.9,2.9,0","2,000",締切,https://kabu.96ut.com/article/ipo/2015016/
2015,イード,野村,03/24(火),東M,6038,"1,300-1,400","1,400","2,520","2,520",A,8,"3,133",72,"15.9,49.3,31.9,2.9,0","63.9,29.2,4.2,2.7,0","2,050",締切,https://kabu.96ut.com/article/ipo/2015015/
2015,ＲＳＴｅｃｈｎｏｌｏｇｉｅｓ,SBI,03/24(火),東M,3445,"2,550-2,750","2,750","2,750","2,550",D,3,"3,073",100,"0,9.6,22.3,28.7,39.4","6,3,11,78,2","2,100",締切,https://kabu.96ut.com/article/ipo/2015013/
2015,ショーケース・ティービー,野村,03/19(木),東M,3909,"1,680-1,800","1,800","3,600","3,600",A,9,"4,512",89,"23.3,62.8,12.8,1.1,0","80.9,18,1.1,0,0","5,290",締切,https://kabu.96ut.com/article/ipo/2015008/
2015,ヒューマンウェブ,日興,03/19(木),東M,3224,"1,700-1,800","1,800","2,100","2,500",B,6,"2,460",84,"2.5,15.2,59.5,22.8,0","8.3,28.6,33.3,29.8,0","2,010",締切,https://kabu.96ut.com/article/ipo/2015011/
2015,エスエルディー,みずほ,03/19(木),JQS,3223,"1,500-1,650","1,650","2,600","2,800",B,7,"2,568",74,"6.9,25,55.6,12.5,0","14.9,35.1,32.4,17.6,0","1,903",締切,https://kabu.96ut.com/article/ipo/2015012/
2015,ヘルスケア＆メディカル投資法人,日興,03/19(木),東R,3455,100k-110k,"110,000","140,000","140,000",B,7,"145,026",107,"6.8,47.6,39.8,5.8,0","0.9,29.9,63.6,3.7,1.9","170,000",締切,https://kabu.96ut.com/article/ipo/2015014/
2015,エムケイシステム,岡三,03/17(火),JQS,3910,"3,300-3,500","3,500","8,050","8,750",S,10,"8,652",91,"47.2,46.1,6.7,0,0","85.7,9.9,3.3,1.1,0","15,120",締切,https://kabu.96ut.com/article/ipo/2015010/
2015,コラボス,日興,03/17(火),東M,3908,"3,260-3,620","3,620","7,600","8,326",A,9,"9,306",95,"50,39.4,10.6,0,0","77.9,12.6,5.3,3.2,1","8,600",締切,https://kabu.96ut.com/article/ipo/2015009/
2015,シリコンスタジオ,みずほ,02/23(月),東M,3907,"4,200-4,900","4,900","8,400","8,400",S,10,"9,801",101,"36.7,50,13.3,0,0","40.6,39.6,12.9,6.9,0","9,900",締切,https://kabu.96ut.com/article/ipo/2015007/
2015,ホクリヨウ,野村,02/20(金),東2,1384,430-460,460,500,480,C,5,493,98,"1,3.1,19.8,43.8,32.3","3.1,1,5.1,87.8,3",501,締切,https://kabu.96ut.com/article/ipo/2015003/
2015,ALBERT,SBI,02/19(木),東M,3906,"2,600-2,800","2,800","6,440","6,000",A,9,"7,298",111,"50.5,43.9,5.6,0,0","93.7,2.7,3.6,0,0","6,040",締切,https://kabu.96ut.com/article/ipo/2015004/
2015,ファーストブラザーズ,野村,02/18(水),東M,3454,"1,920-2,040","2,040","1,980","1,876",C,4,"2,426",98,"6.2,3.1,17.5,28.9,44.3","5.1,6.1,3.1,60.2,25.5","2,090",締切,https://kabu.96ut.com/article/ipo/2015005/
2015,ファーストロジック,大和,02/18(水),東M,6037,"1,600-1,770","1,770","2,655","2,800",B,7,"3,351",96,"5.5,57.1,31.9,3.3,2.2","34.4,38.5,18.8,8.3,0","2,700",締切,https://kabu.96ut.com/article/ipo/2015006/
2015,KeePer技研,東海東京,02/12(木),東M,6036,"2,000-2,120","2,120","3,120","3,800",B,7,"3,479",124,"5,49.2,40,5.8,0","14.5,53.2,24.2,8.1,0","3,160",締切,https://kabu.96ut.com/article/ipo/2015001/
2015,ケネディクス商業リート投資法人,日興,02/10(火),東R,3453,220k-230k,"230,000","245,000","242,000",B,6,"231,160",152,"0.7,13,52.1,21.9,12.3","0,0.6,33.8,59.7,5.8","260,500",締切,https://kabu.96ut.com/article/ipo/2015002/
2016,ティビィシィ・スキヤツト,SMBC,12/27(火),JQS,3974,"1,300-1,400","1,400","3,800","4,500",A,9,"4,065",51,"34,51.1,10.6,2.1,2.1","96.1,2,1.9,0,0","4,500",締切,https://kabu.96ut.com/article/ipo/2016094/
2016,エイトレッド,大和,12/22(木),東M,3969,"1,700-1,800","1,800","4,500","4,500",A,9,"4,372",66,"33.9,56.5,9.6,0,0","80.3,15.2,4.5,0,0","4,210",締切,https://kabu.96ut.com/article/ipo/2016092/
2016,フォーライフ,みずほ,12/22(木),東M,3477,"2,180-2,280","2,280","2,964","3,000",B,6,"3,283",55,"7.7,21.2,59.6,11.5,0","7.3,16.4,56.4,19.9,0","3,000",締切,https://kabu.96ut.com/article/ipo/2016091/
2016,イノベーション,日興,12/21(水),東M,3970,"2,570-2,770","2,770","6,500","7,500",A,9,"7,251",61,"50.8,37.3,10.2,0,1.7","75.4,19.7,4.9,0,0","8,700",締切,https://kabu.96ut.com/article/ipo/2016093/
2016,セグエグループ,みずほ,12/21(水),JQS,3968,"1,600-1,700","1,700","3,400","4,000",A,9,"4,302",57,"33.3,51.9,11.1,1.9,1.8","80.7,12.3,1.8,5.2,0","5,500",締切,https://kabu.96ut.com/article/ipo/2016087/
2016,グレイステクノロジー,東海東京,12/21(水),東M,6541,"3,000-3,100","3,100","4,650","5,000",B,7,"5,108",53,"15.7,43.1,37.3,3.9,0","18.9,52.8,26.4,1.9,0","7,130",締切,https://kabu.96ut.com/article/ipo/2016089/
2016,リネットジャパングループ,SBI,12/20(火),東M,3556,"1,690-1,830","1,830","2,745","2,745",B,7,"2,813",57,"9.1,32.7,43.6,12.7,1.8","17.5,56.1,12.3,14,0","3,530",締切,https://kabu.96ut.com/article/ipo/2016090/
2016,船場,野村,12/19(月),東2,6540,"1,200-1,290","1,290","1,290","1,230",D,3,"1,260",58,"0,1.8,10.9,41.8,45.5","0,0,0,96.6,3.4","1,193",締切,https://kabu.96ut.com/article/ipo/2016088/
2016,ＺＭＰ,日興,12/19(月),東M,7316,"760-1,040",未,"2,800",-,S,10,"3,348",105,"50.5,39.6,6.9,3,0","89.5,4.8,1.9,3.8,0",-,締切,https://kabu.96ut.com/article/ipo/2016086/
2016,日本モーゲージサービス,みずほ,12/19(月),JQS,7192,"1,810-2,010","2,010","2,500","2,600",B,7,"3,081",62,"5.1,25.4,57.6,11.9,0","4.8,38.7,46.8,9.7,0","2,810",締切,https://kabu.96ut.com/article/ipo/2016085/
2016,シンシア,SBI,12/16(金),東M,7782,"1,940-2,100","2,100","2,250","2,300",C,5,"2,383",66,"1.6,3.2,29,46.8,19.4","1.5,6.1,10.6,81.8,0","1,950",締切,https://kabu.96ut.com/article/ipo/2016082/
2016,投資法人みらい,野村,12/16(金),東R,3476,183k-185k,"183,000","185,000","176,600",D,3,"180,172",67,"0,0,0,20.6,79.4","0,0,0,95.5,4.5","176,000",締切,https://kabu.96ut.com/article/ipo/2016084/
2016,ＭＳ－Ｊａｐａｎ,野村,12/15(木),東M,6539,"1,960-2,080","2,080","2,200","2,200",C,5,"2,310",67,"3.2,6.3,19,57.1,14.3","1.5,7.5,14.9,76.1,0","2,200",締切,https://kabu.96ut.com/article/ipo/2016083/
2016,キャリアインデックス,SBI,12/14(水),東M,6538,"5,720-6,060","6,060","6,200","6,400",C,5,"6,860",81,"3.9,9.1,6.5,55.8,24.7","2.5,6.2,4.9,86.4,0","6,150",締切,https://kabu.96ut.com/article/ipo/2016081/
2016,グッドコムアセット,野村,12/08(木),JQS,3475,"1,850-1,950","1,950","2,050","2,250",C,5,"2,301",70,"3,1.5,42.4,47,6.1","0,10,37.1,52.9,0","2,582",締切,https://kabu.96ut.com/article/ipo/2016079/
2016,イントラスト,みずほ,12/07(水),東M,7191,570-630,630,830,"1,050",B,7,"1,003",95,"5.6,17.8,62.2,12.2,2.2","15.8,35.8,38.9,8.4,1.1",854,締切,https://kabu.96ut.com/article/ipo/2016080/
2016,いちごグリーンインフラ投資法人,みずほ,12/01(木),東イ,9282,95k-100k,"100,000","95,000","96,000",D,3,"94,769",68,"1.5,0,6.1,24.2,68.2","0,0,1.4,92.8,5.8","96,100",締切,https://kabu.96ut.com/article/ipo/2016078/
2016,ＪＭＣ,野村,11/29(火),東M,5704,920-960,960,"1,440","1,700",B,7,"1,686",77,"2.8,35.2,53.5,7,1.4","25.6,56.4,10.3,5.1,2.6","1,816",締切,https://kabu.96ut.com/article/ipo/2016075/
